decision_date,event_date,event_time,side,reference_price,fill_price,signed_share_delta,cash_after,shares_after,equity_at_reference_after,target_exposure_after,slippage
2005-08-12,2005-08-15,open,sell,1.3913987567275292,1.3900073579708017,-1078.0991989815639,1498.565819206801,0.0,1498.565819206801,0.0,1.5000658850919237
2005-08-12,2005-08-15,close,buy,1.427321195602417,1.4287485167980192,1048.8660541641366,0.0,1048.8660541641366,1497.0687504563448,1.0,1.4970687504560989
2005-10-13,2005-10-14,open,sell,1.6174112391611766,1.6157938279220154,-1048.8660541641366,1694.7512966353302,0.0,1694.7512966353302,0.0,1.6964477443796804
2005-10-13,2005-10-14,close,buy,1.616512656211853,1.6181291688680648,1047.3522937732253,0.0,1047.3522937732253,1693.0582383969333,1.0,1.6930582383968422
2006-01-30,2006-01-31,open,sell,2.260124737465021,2.257864612727556,-1047.3522937732253,2364.7796811696007,0.0,2364.7796811696007,0.0,2.3671468279975265
2006-01-30,2006-01-31,close,buy,2.2604238986968994,2.262684322595596,1045.1213443936747,0.0,1045.1213443936747,2362.417263905695,1.0,2.362417263905528
2006-02-10,2006-02-13,open,sell,1.9945978145550978,1.9926032167405427,-1045.1213443936747,2082.5121527230367,0.0,2082.5121527230367,0.0,2.0845967494724293
2006-02-10,2006-02-13,close,buy,1.9371212720870972,1.939058393359184,1073.9811445880887,0.0,1073.9811445880887,2080.431721002035,1.0,2.0804317210018173
2006-02-14,2006-02-15,open,sell,2.0104628149196477,2.008452352104728,-1073.9811445880887,2157.039955964075,0.0,2157.039955964075,0.0,2.159199155119107
2006-02-14,2006-02-15,close,buy,2.0721302032470703,2.0742023334503172,1039.9370983138188,0.0,1039.9370983138188,2154.885070893182,1.0,2.1548850708930303
2006-06-01,2006-06-02,open,sell,1.8856326278414577,1.8837469952136163,-1039.9370983138188,1958.9783841598232,0.0,1958.9783841598232,0.0,1.9609393234832053
2006-06-01,2006-06-02,close,buy,1.8458184003829956,1.8476642187833785,1060.2458846390073,0.0,1060.2458846390073,1957.0213627970265,1.0,1.9570213627969173
2006-06-08,2006-06-09,open,sell,1.8314492942588951,1.8296178449646363,-1060.2458846390073,1939.844790585845,0.0,1939.844790585845,0.0,1.941786577162933
2006-06-08,2006-06-09,close,buy,1.7733744382858276,1.7751478127241134,1092.779303605704,0.0,1092.779303605704,1937.9068837021432,1.0,1.9379068837020421
2006-06-15,2006-06-16,open,sell,1.7649924147657532,1.7632274223509874,-1092.779303605704,1926.8184346951925,0.0,1926.8184346951925,0.0,1.9287471818771185
2006-06-15,2006-06-16,close,buy,1.7230826616287231,1.7248057442903517,1117.12199537459,0.0,1117.12199537459,1924.8935411540385,1.0,1.92489354115387
2007-02-28,2007-03-01,open,sell,2.515473963127061,2.5129584891639336,-1117.12199537459,2807.2812017083284,0.0,2807.2812017083284,0.0,2.8100912930015243
2007-02-28,2007-03-01,close,buy,2.6061789989471436,2.6087851779460904,1076.0875312541123,0.0,1076.0875312541123,2804.4767249833453,1.0,2.804476724983066
2007-03-12,2007-03-13,open,sell,2.676526486680193,2.673849960193513,-1076.0875312541123,2877.2966026085437,0.0,2877.2966026085437,0.0,2.8801767793878885
2007-03-12,2007-03-13,close,buy,2.646292209625244,2.648938501834869,1086.2073999133975,0.0,1086.2073999133975,2874.422180428116,1.0,2.8744221804277066
2007-08-21,2007-08-22,open,sell,3.92812850042854,3.9242003719281113,-1086.2073999133975,4262.495482731221,0.0,4262.495482731221,0.0,4.266762244976342
2007-08-21,2007-08-22,close,buy,3.966744899749756,3.970711644649505,1073.4840160138276,0.0,1073.4840160138276,4258.237245485736,1.0,4.2582372454850645
2007-11-13,2007-11-14,open,sell,5.303360098737307,5.29805673863857,-1073.4840160138276,5687.379224862853,0.0,5687.379224862853,0.0,5.693072297159801
2007-11-13,2007-11-14,close,buy,4.972573280334473,4.9775458536148065,1142.6070983821373,0.0,1142.6070983821373,5681.697527335518,1.0,5.681697527334804
2008-01-09,2008-01-10,open,sell,5.315933410403172,5.3106174769927685,-1142.6070983821373,6067.949226004174,0.0,6067.949226004174,0.0,6.074023249253911
